id,birthDate,birthPlace,collegeName,draftPickNum,draftRoundNum,draftTeamId,draftTeamName,draftYear,heightFeet,heightInches,highSchoolName,nbaDebut,positions,shootingHand,weightPounds,_source_team_ids
2a25bf5e-efd8-4da4-a6ae-f7f4d445eefb,2002-01-28T00:00:00Z,Nott,Kentucky,46,2,22,Orlando Magic,2025,6,11,,2025-10-24T00:00:00Z,Power Forward|Center,Left,250,2
64c32759-64d1-4cb1-a8b0-743e9ec862d7,2007-02-01T00:00:00Z,"New Orleans, Louisiana",Houston,27,1,2,Boston Celtics,2026,6,11,,,Power Forward,Right,240,2
b4c5399d-e8cb-4c20-8585-0f92bbe4bc7f,1990-05-02T00:00:00Z,"Palmdale, California",Fresno State,10,1,12,Indiana Pacers,2010,6,8,Knight in Palmdale California,2010-10-27T00:00:00Z,Small Forward|Power Forward|Shooting Guard,Right,220,2
d9f240e2-59fe-4ff2-8ca0-a96458bd8c24,2000-09-26T00:00:00Z,Hast,Creighton,30,1,2,Boston Celtics,2024,6,6,Aurora in Aurora Nebraska,2024-10-24T00:00:00Z,Shooting Guard,Left,205,2
45e8e99c-2c91-4081-b3c8-4a5e91656c24,2000-04-12T00:00:00Z,"Paterson, New Jersey",Rutgers University,0,0,,,0,6,6,Don Bosco Preparatory HS in Ramsey New Jersey,2022-10-31T00:00:00Z,Small Forward|Power Forward,Right,245,2
535b5233-e329-4af8-a132-2b24270bcdf7,1987-10-11T00:00:00Z,"Fayetteville, Arkansas",Ohio State,4,1,15,Memphis Grizzlies,2007,6,1,Lawrence North in Indianapolis Indiana,2007-11-07T00:00:00Z,Point Guard,Left,175,2
dd68db6e-ab6a-4773-9473-a9d9a541a39b,2004-03-03T00:00:00Z,"DeSoto, Texas",Arkansas,38,2,26,Sacramento Kings,2023,6,6,,2024-01-17T00:00:00Z,Power Forward|Small Forward,Right,205,2
1f83c74a-b10a-4fa1-889b-ee34b342aad5,1994-07-02T00:00:00Z,"Parker, Colorado",Colorado,29,1,27,San Antonio Spurs,2017,6,4,Legend in Parker Colorado,2017-10-18T00:00:00Z,Shooting Guard|Point Guard,Right,190,2
3b8a4f6c-2641-4dd0-9c55-b87af6c6c448,2006-04-03T00:00:00Z,"Orlando, Florida",Louisville,6,1,3,Brooklyn Nets,2026,6,5,,,Point Guard,Right,190,3
3bc8fdbc-9d0f-4e08-bfea-5d51579fed21,2006-05-28T00:00:00Z,"CrÃ©teil, France",,19,1,3,Brooklyn Nets,2025,6,3,,2025-10-22T00:00:00Z,Point Guard,Right,185,3
f1a3ef9d-3ae0-4855-ad04-e6a16ec69faf,2004-07-14T00:00:00Z,"Spartanburg, South Carol",Alabama,21,1,3,Brooklyn Nets,2023,6,10,Dorman in Roebuck South Carolina,2023-11-25T00:00:00Z,Power Forward,Right,210,3
408b7ca0-46b7-48c6-843a-2b96dcd5a1c7,2006-03-03T00:00:00Z,"Moscow, Russia",BYU,8,1,3,Brooklyn Nets,2025,6,8,,2025-10-22T00:00:00Z,Point Guard,Right,200,3
cb07f903-5ec2-49f5-bf71-7330aa748ce7,2002-06-20T00:00:00Z,"Alabaster, Alabama",Auburn,0,0,,,0,6,7,Thompson in Alabaster Alabama,2026-03-09T00:00:00Z,Small Forward,Right,220,3
12e91c27-93f7-4646-abe0-613e9aff4e19,1996-10-18T00:00:00Z,"Brooklyn, New York",Florida State,48,2,13,Los Angeles Clippers,2019,6,6,Tilton School in Tilton New Hampshire,2019-10-24T00:00:00Z,Shooting Guard|Small Forward,Right,215,3
09d0f0fc-38d1-4f51-bf30-143231e056ca,2001-11-06T00:00:00Z,"Greenville, North Carol",UNC,29,1,24,Phoenix Suns,2021,6,10,,2021-10-24T00:00:00Z,Center|Power Forward,Right,265,3
7a03c527-6ae1-4516-87b2-98823ab1ca4e,2002-11-25T00:00:00Z,"Boca Raton, Florida",Memphis,45,2,4,Charlotte Hornets,2022,6,8,St. Andrews in Boca Raton Florida,2022-11-28T00:00:00Z,Small Forward|Power Forward,Right,205,3
7bb8b36b-d1f1-42d1-a0a2-4a09a9b4520f,1998-06-29T00:00:00Z,"Indianapolis, Indiana",Missouri,14,1,8,Denver Nuggets,2018,6,10,Nathan Hale in Seattle Washington,2019-10-31T00:00:00Z,Small Forward,Right,218,3
7e78803e-c1d7-4fa1-8a6b-438536a8370d,1994-11-29T00:00:00Z,"Dallas, Texas",Kentucky,7,1,14,Los Angeles Lakers,2014,6,9,Prestonwood Christian in Plano Texas,2014-10-28T00:00:00Z,Power Forward|Center,Left,250,3
09429f9d-dd89-4fb7-8305-7c8d7c2daa0f,2006-04-14T00:00:00Z,"Johannesburg, South Africa",,26,1,3,Brooklyn Nets,2025,6,6,,2025-10-22T00:00:00Z,Shooting Guard,Left,200,3
f285dbf0-995e-4a5c-85cb-d1efe44b9a16,2000-01-08T00:00:00Z,"Eustis, Florida",Alabama,0,0,,,0,6,4,,2022-11-17T00:00:00Z,Shooting Guard,Right,175,3
7ab1459b-8391-4291-bde3-43e840caf99e,2005-09-08T00:00:00Z,"Durham, North Carol",UNC,22,1,1,Atlanta Hawks,2025,6,5,Northwood in Pittsboro North Carolina,2025-10-22T00:00:00Z,Shooting Guard,Right,195,3
0710848d-0579-472c-a32f-95eb3f35b971,2003-11-21T00:00:00Z,"Las Vegas, Nevada",Iowa State,28,1,18,Minnesota Timberwolves,2026,6,9,Liberty in Henderson Nevada,,Power Forward,Right,246,3
571f876f-6c4b-427b-b171-d8360c4ec59e,2004-05-05T00:00:00Z,"Glencoe, Ill",Michigan,27,1,3,Brooklyn Nets,2025,6,11,,2025-11-03T00:00:00Z,Power Forward,Right,250,3
bdc135e0-e301-42f4-8643-bdc0b8a1987f,1995-10-08T00:00:00Z,"Jacksonville, Florida",Duke,21,1,29,Utah Jazz,2018,6,3,Providence School in Jacksonville Florida,2018-10-22T00:00:00Z,Shooting Guard,Right,198,4
648206e0-444a-426c-b8e1-eb9359d6bccd,2005-08-10T00:00:00Z,"Paris, France",,6,1,4,Charlotte Hornets,2024,6,10,,2024-10-26T00:00:00Z,Power Forward,Right,207,4
e4f30726-76c8-4d3f-b2df-bc09fdb234d8,2000-02-16T00:00:00Z,"Goldsboro, North Carol",UNC,7,1,5,Chicago Bulls,2019,6,4,Greenfield School in Wilson North Carolina,2019-10-23T00:00:00Z,Shooting Guard|Point Guard,Right,195,4
d5fcdf4a-c6ae-4c08-aa77-90f8be6f1509,1993-05-04T00:00:00Z,"Portsmouth, Virg",Florida,0,0,,,0,6,7,I.C. Norcom in Portsmouth Virginia,2016-10-26T00:00:00Z,Power Forward|Small Forward,Right,220,4
84158ec2-ad9f-480a-bfbe-258dc68d86a9,1993-01-06T00:00:00Z,Arl,Notre Dame,41,2,3,Brooklyn Nets,2015,6,5,St. John's Prep in Danvers Massachusetts,2015-10-30T00:00:00Z,Shooting Guard|Small Forward,Right,209,4
ef069abd-cad3-4a43-8c1b-4f77436f3967,2005-08-03T00:00:00Z,"Milwaukee, Wiscons",Duke,4,1,4,Charlotte Hornets,2025,6,6,Wisconsin Lutheran in Milwaukee Wisconsin,2025-10-22T00:00:00Z,Small Forward,Right,215,4
b3e83e8b-a64a-44a4-b51c-ea52aff62be9,2002-12-04T00:00:00Z,"Sugar Hill, Georgia",Duke,33,2,4,Charlotte Hornets,2025,6,5,Lanier HS in Sugar Hill Georgia,2025-10-22T00:00:00Z,Shooting Guard,Right,220,4
e318a723-572a-46fd-a427-98fc6c3951e7,2002-01-21T00:00:00Z,"Paris, France",Michigan,43,2,13,Los Angeles Clippers,2022,6,10,,2022-10-27T00:00:00Z,Center,Right,210,4
67adfc14-2cc5-42ff-9819-9ee84445545e,2002-11-22T00:00:00Z,"Antioch, Tennessee",Alabama,2,1,4,Charlotte Hornets,2023,6,7,Cane Ridge in Antioch Tennessee,2023-10-25T00:00:00Z,Small Forward,Right,200,4
0f9648dd-1665-4409-a461-194caa0edbb8,2001-02-03T00:00:00Z,Ga,Florida,18,1,21,Oklahoma City Thunder,2021,6,4,The Villages Charter Schools in The Villages Florida,2021-10-20T00:00:00Z,Point Guard,Right,178,4
3725eb0c-6e8e-4044-b5f0-78edd9d72449,1998-11-30T00:00:00Z,"Houston, Texas",Tennessee,22,1,2,Boston Celtics,2019,6,7,Providence Day School in Charlotte North Carolina,2019-10-23T00:00:00Z,Power Forward,Right,236,4
dbd7912d-1bc6-4748-8262-1d8e88fec523,2002-01-17T00:00:00Z,"St. Louis, Missouri",Creighton,34,2,4,Charlotte Hornets,2025,7,1,Trinity Catholic in Spanish Lake Missouri,2025-10-22T00:00:00Z,Center,Right,256,4
31583484-5447-4b7e-a458-3745ac0934bc,1993-06-05T00:00:00Z,"Killeen, Texas",Baylor,0,0,,,0,6,6,Harker Heights in Harker Heights Texas,2017-10-21T00:00:00Z,Small Forward,Right,226,4
a451597f-045c-4981-932b-426cafe6bfa0,1998-07-06T00:00:00Z,"Staten Island, New York",Pitt,0,0,,,0,6,9,Curtis in Staten Island New York,2024-02-12T00:00:00Z,Power Forward|Small Forward,Right,210,4
f56f1b7e-2837-4b29-9ba2-092d7cc1af7f,1999-08-26T00:00:00Z,"Asbury Park, New Jersey",LSU,0,0,,,0,6,9,Roselle Catholic in Roselle New Jersey,2019-12-08T00:00:00Z,Center|Power Forward,Right,264,4
785f6895-abf7-46b5-a4c3-fc0c730edd00,2002-02-21T00:00:00Z,"Spartanburg, South Carol",Clemson,0,0,,,0,6,8,Dorman in Roebuck South Carolina,2024-11-17T00:00:00Z,Center,Right,245,4
03317a5f-ac35-4686-95e8-8ac1880f3ded,2006-05-01T00:00:00Z,"WÃ¼rzburg, Germany",Washington,14,1,,,2026,6,11,,,Power Forward,Right,248,4
99d306c5-432c-4acb-992e-6507c9e372cf,2006-04-02T00:00:00Z,"Atlanta, Georgia",Texas Tech,18,1,,,2026,6,3,,,Point Guard,Right,180,4
08a969d1-f9b5-45e3-b5b9-108bce92bc8c,2005-10-10T00:00:00Z,"Richardson, Texas",UConn,29,1,24,Phoenix Suns,2025,6,7,,2025-10-26T00:00:00Z,Small Forward,Right,210,4
85544fa1-d786-464c-99f6-49e35622c77f,2005-07-15T00:00:00Z,"Columbus, Ohio",Texas,15,1,5,Chicago Bulls,2026,6,8,Columbus Africentric Early College in Columbus Ohio,,Shooting Guard,Right,211,5
c0a46687-71a4-4999-8315-dae4ef809906,1993-05-25T00:00:00Z,"San Diego, California",UCLA,46,2,17,Milwaukee Bucks,2015,6,3,Lincoln in San Diego California,2015-11-01T00:00:00Z,Shooting Guard|Small Forward,Right,215,5
1f7e07e6-f44f-45fc-a4d5-09e2849fcfa7,1997-11-19T00:00:00Z,"Las Vegas, Nevada",Gonzaga,10,1,26,Sacramento Kings,2017,6,9,Bishop Gorman in Las Vegas Nevada,2017-10-20T00:00:00Z,Center|Power Forward,Right,250,5
09b3e2fa-3d37-4bef-9992-d3b13e18a3f8,2004-10-13T00:00:00Z,"Chicago, Ill",,11,1,5,Chicago Bulls,2024,6,8,,2024-10-23T00:00:00Z,Small Forward|Power Forward,Right,209,5
ebd4f250-cad8-4472-b6a8-4af95af2359f,2006-07-18T00:00:00Z,"Atlanta, Georgia",UNC,4,1,5,Chicago Bulls,2026,6,10,Holy Innocents' Episcopal School in Atlanta Georgia,,Power Forward,Right,211,5
40a20228-bcd6-4714-b16d-0d4067f488db,2001-08-26T00:00:00Z,"Charlotte, North Carol",Florida State,4,1,5,Chicago Bulls,2020,6,6,West Charlotte in Charlotte North Carolina,2020-12-23T00:00:00Z,Power Forward,Right,215,5
12abe689-4995-47b1-9709-b65aec72878a,1999-04-17T00:00:00Z,"Greenville, South Carol",Georgia,31,2,3,Brooklyn Nets,2019,6,11,Legacy Charter School  in Greenville South Carolina,2019-11-08T00:00:00Z,Center,Left,215,5
c5c9acdf-bbdd-4aab-992e-b2e613c9724d,2006-12-18T00:00:00Z,"OrlÃ©ans, France",,12,1,5,Chicago Bulls,2025,6,8,,2025-11-22T00:00:00Z,Power Forward,Right,200,5
0af642af-a9e5-4d5a-9db5-89ab42fb6c39,2005-01-04T00:00:00Z,"Hickory, North Carol",Kentucky,8,1,27,San Antonio Spurs,2024,6,2,,2024-11-02T00:00:00Z,Point Guard,Right,175,5
3d13e5f6-c28b-423f-ac96-45e440b19fd6,2001-01-26T00:00:00Z,"Atlanta, Georgia",Auburn,5,1,6,Cleveland Cavaliers,2020,6,4,McEachern in Powder Springs Georgia,2020-12-23T00:00:00Z,Shooting Guard|Small Forward,Right,225,5
266bf211-4b37-4372-add2-97fcdba456c8,2000-03-16T00:00:00Z,"Portsmouth, Virg",Maryland,10,1,24,Phoenix Suns,2020,6,8,Mount St. Joseph in Baltimore Maryland,2020-12-23T00:00:00Z,Center|Power Forward,Right,215,5
b781ad4f-7edb-4624-9563-b5e58478f8da,2000-01-08T00:00:00Z,"Apple Valley, M",Duke,41,2,27,San Antonio Spurs,2020,6,1,Apple Valley in Apple Valley Minnesota,2020-12-30T00:00:00Z,Point Guard,Right,185,5
20919ded-2f8d-4578-b843-f2eb899baa4b,2003-11-26T00:00:00Z,"Scarborough, Ontario",,33,2,27,San Antonio Spurs,2023,6,10,,2023-10-28T00:00:00Z,Small Forward,Left,220,5
d33b235e-6361-443e-aad8-48f3e1be1527,2002-10-10T00:00:00Z,"Melbourne, Australia",,6,1,21,Oklahoma City Thunder,2021,6,7,,2021-10-20T00:00:00Z,Point Guard|Shooting Guard|Power Forward|Small Forward,Right,216,5
ddf96a23-1611-43c7-b563-81157870ef19,2001-06-26T00:00:00Z,"Almere, Netherlands",Cleveland State University,0,0,,,0,6,7,Wasatch Academy in Mount Pleasant Utah,2026-02-01T00:00:00Z,Small Forward,Right,220,6
cdb353ab-2077-4534-9533-87d6e86d2585,1996-09-07T00:00:00Z,"Elmsford, New York",Louisville,13,1,8,Denver Nuggets,2017,6,2,Brewster Academy in Wolfeboro New Hampshire,2017-10-18T00:00:00Z,Shooting Guard|Point Guard,Right,215,6
49563e59-ae9e-47aa-91fb-20bc236c5b0e,1997-07-31T00:00:00Z,"Rochester, New York",Indiana,42,2,29,Utah Jazz,2017,6,9,Huntington Prep in Huntington West Virginia,2017-12-23T00:00:00Z,Center,Right,248,6
ab318dd9-43e0-466d-aa75-585acf65a60a,2000-09-22T00:00:00Z,"Vero Beach, Florida",Morehead State University,0,0,,,0,6,7,Vero Beach in Vero Beach Florida,2024-11-06T00:00:00Z,Small Forward,Right,230,6
2477127b-3b78-412f-a1c6-9b2f66d8c1e6,2000-02-26T00:00:00Z,"Terre Haute, Indiana",Wichita State,0,0,,,0,6,1,South in Terre Haute Indiana,2023-10-28T00:00:00Z,Point Guard,Right,180,6
3c9e4d33-f5ee-4202-9d16-91151bfd86ff,2004-04-01T00:00:00Z,"Sydney, Australia",Duke,49,2,6,Cleveland Cavaliers,2025,6,4,Australian Institute of Sport in Canberra Australia,2025-10-22T00:00:00Z,Point Guard,Right,185,6
9b4100d9-e486-4994-8f42-be67871d712d,1996-05-15T00:00:00Z,"Salt Lake City, Utah",Utah State University,60,2,19,New Orleans Pelicans,2020,6,4,Bountiful in Bountiful Utah,2020-12-23T00:00:00Z,Shooting Guard,Right,205,6
9746a8c5-dde4-4a6e-b7ea-cd7c6285a16f,2001-06-18T00:00:00Z,"San Diego, California",USC,3,1,6,Cleveland Cavaliers,2021,6,11,Rancho Christian School in Temecula California,2021-10-20T00:00:00Z,Power Forward,Right,215,6
3665b977-cd01-4cf6-8974-7edfc370b2d3,1993-09-15T00:00:00Z,"Braunschweig, Germany",,17,1,1,Atlanta Hawks,2013,6,1,,2013-10-30T00:00:00Z,Point Guard|Shooting Guard,Right,175,6
0f83557a-6ee4-4a05-8f5a-af8dacef99ad,1996-03-28T00:00:00Z,"Hickory Hills, Ill",DePaul,0,0,,,0,6,5,Amos Alonzo Stagg in Hickory Hills Illinois,2019-11-22T00:00:00Z,Small Forward,Right,215,6
2fe745c7-7cd7-4da2-86f1-e7517c5083ce,1998-04-21T00:00:00Z,"San Diego, California",Texas,22,1,3,Brooklyn Nets,2017,6,9,St. Stephen's Episcopal School in Austin Texas,2017-10-20T00:00:00Z,Center,Right,243,6
fa05bf38-d959-4ae4-8359-062ee296bf31,1989-08-26T00:00:00Z,"Los Angeles, California",Arizona State,3,1,21,Oklahoma City Thunder,2009,6,5,Artesia in Lakewood California,2009-10-28T00:00:00Z,Point Guard|Shooting Guard,Left,220,6
296ddfd0-f9b9-46c4-8491-ff483ad94b21,2000-12-10T00:00:00Z,"Harlem, New York",Memphis,0,0,,,0,6,8,Urban Assembly in New York New York - attended but did not play,2025-02-20T00:00:00Z,Power Forward,Right,210,6
432f9ad6-4bd3-4ced-817d-63536043a101,2002-12-02T00:00:00Z,"Allen, Texas",California,20,1,6,Cleveland Cavaliers,2024,6,6,John Paul II in Plano Texas,2024-10-23T00:00:00Z,Shooting Guard,Right,215,6
c1d5f393-9222-4c39-87a6-08601bb0569c,2004-02-12T00:00:00Z,"Philadelphia, Pennsylvania",Duke,12,1,21,Oklahoma City Thunder,2023,7,1,Westtown School in West Chester Pennsylvania,2023-10-25T00:00:00Z,Center,Right,230,7
e165920a-2500-4708-9a67-e1327dc18f1b,2004-11-02T00:00:00Z,"New Orleans, Louisiana",,33,2,17,Milwaukee Bucks,2024,6,9,,2024-10-23T00:00:00Z,Power Forward,Left,224,7
8019a748-d4ef-4820-9954-6e6878aea96c,1998-10-01T00:00:00Z,"El Dorado, Arkansas",Arkansas,38,2,5,Chicago Bulls,2019,6,10,El Dorado in El Dorado Arkansas,2019-10-26T00:00:00Z,Center|Power Forward,Right,265,7
8c2ac6d0-a53d-4330-8da4-00aa2e81eda1,2005-12-04T00:00:00Z,"Valladolid, Spa",,25,1,14,Los Angeles Lakers,2026,6,5,,,Point Guard,Right,204,7
979f7976-36d9-4d84-a634-67f0187f8b65,1998-08-23T00:00:00Z,"Louisville, Kentucky",Kentucky,12,1,4,Charlotte Hornets,2019,6,7,Findlay Prep in Henderson Nevada,2019-10-23T00:00:00Z,Power Forward|Center,Right,230,7
cdf3c19d-2465-4a46-8dbc-2d60dc2d0679,1998-01-24T00:00:00Z,"Atlantic City, New Jersey",Xavier,0,0,,,0,6,6,,2021-01-15T00:00:00Z,Small Forward,Right,220,7
bf0802d3-fc76-4b5e-acc7-f49a039866ff,2000-09-21T00:00:00Z,"Dallas, Texas",Houston,25,1,15,Memphis Grizzlies,2023,6,1,Red Oak in Red Oak Texas,2023-10-25T00:00:00Z,Point Guard,Right,195,7
bee797dc-7f0b-4278-a803-890bac5a743a,2001-01-28T00:00:00Z,"Zenica, Bosnia and Herzegov",,56,2,15,Memphis Grizzlies,2023,6,7,,,Small Forward,Right,218,7
a43ab2bd-1b44-48e5-8eaf-44fbf2e6785b,2003-02-10T00:00:00Z,Arl,Michigan State,35,2,14,Los Angeles Lakers,2022,6,5,Rolling Meadows in Rolling Meadows Illinois,2022-10-18T00:00:00Z,Shooting Guard,Right,190,7
e8823431-f558-48a4-ae16-c29b130cdd49,2006-12-21T00:00:00Z,"Newport, Ma",Duke,1,1,7,Dallas Mavericks,2025,6,9,,2025-10-22T00:00:00Z,Small Forward,Right,205,7
651c95dc-08d4-404e-8398-5b8a88652b83,2001-01-10T00:00:00Z,"Las Palmas, Spa",Loyola (MD),30,1,29,Utah Jazz,2021,7,0,Canterbury Academy in Las Palmas Spain,2021-10-27T00:00:00Z,Power Forward,Right,215,7
4c91fc0b-048d-464e-a3c3-c7f1dd6ca849,1990-02-08T00:00:00Z,"Los Angeles, California",Washington State,11,1,10,Golden State Warriors,2011,6,5,Santa Margarita in Rancho Santa Margarita California,2011-12-25T00:00:00Z,Shooting Guard|Small Forward,Right,220,7
4b4846b7-2ca8-4231-8ad6-9efe71b4981f,2006-01-25T00:00:00Z,"Riverdale, Ill",Michigan,9,1,7,Dallas Mavericks,2026,6,9,Thornton Township in Harvey Illinois,,Power Forward,Right,251,7
52a38a2b-11cd-485b-adcb-31a10babd45b,1992-03-23T00:00:00Z,"Melbourne, Australia",Duke,1,1,6,Cleveland Cavaliers,2011,6,2,Saint Patrick in Elizabeth New Jersey,2011-12-26T00:00:00Z,Point Guard|Shooting Guard,Right,195,7
0d611de0-e3a2-4c47-9d67-7b5a24b0d08c,1995-09-28T00:00:00Z,W,Nevada,0,0,,,0,6,5,,2019-10-25T00:00:00Z,Small Forward,Right,205,7
c3f07142-952c-436b-b2ea-3c6dcccf35cf,2003-03-10T00:00:00Z,"Aurora, Ontario",Gonzaga,0,0,,,0,5,11,Montverde Academy in Montverde Florida,2025-10-22T00:00:00Z,Point Guard,Right,180,7
8b2f5f0f-8451-466a-bb00-df566b38e493,2002-08-08T00:00:00Z,"Panorama City, California",Colorado,42,2,4,Charlotte Hornets,2024,6,2,Chaminade College Prep in West Hills California,2024-11-04T00:00:00Z,Point Guard,Right,189,8
90488a51-4c0a-4406-be1d-5a42d431423c,1995-02-19T00:00:00Z,"Sombor, Serbia",,41,2,8,Denver Nuggets,2014,6,11,,2015-10-28T00:00:00Z,Center,Right,284,8
c46a73cd-84c6-497e-b76a-8719bdb6c5e8,1997-02-23T00:00:00Z,"Kitchener, Ontario",Kentucky,7,1,8,Denver Nuggets,2016,6,4,Orangeville Prep in Mono Canada,2016-10-26T00:00:00Z,Point Guard|Shooting Guard,Right,215,8
152528b3-4c3b-4684-8db7-c95712505381,1996-03-03T00:00:00Z,"Moon Township, Pennsylvania",UNC,11,1,18,Minnesota Timberwolves,2019,6,8,Our Lady of the Sacred Heart in Coraopolis Pennsylvania,2019-10-26T00:00:00Z,Power Forward|Small Forward,Right,210,8
